path,x,y,class,new_path,type_defect,importance_defect,name_defect,x_min,y_min,x_max,y_max
0/1538mov/2_426.bmp,741.0,99.0,3.0,27.jpg,1.0,1.0,crack_1,,,,
0/1538mov/2_426.bmp,885.0,317.0,3.0,27.jpg,1.0,1.0,crack_1,,,,
0/1538mov/2_426_3.bmp,695.0,108.0,3.0,28.jpg,1.0,1.0,crack_1,,,,
0/1538mov/2_426_3.bmp,846.0,319.0,3.0,28.jpg,1.0,1.0,crack_1,,,,
0/1538mov/2_427.bmp,751.0,501.0,3.0,29.jpg,1.0,1.0,crack_1,,,,
0/1538mov/2_427_2.bmp,741.0,290.0,3.0,30.jpg,1.0,1.0,crack_1,,,,
0/1538mov/2_427_2.bmp,583.0,85.0,3.0,30.jpg,1.0,1.0,crack_1,,,,
0/1538mov/2_427_3.bmp,704.0,506.0,3.0,31.jpg,1.0,1.0,crack_1,,,,
0/1538mov/2_545.bmp,737.0,221.0,3.0,32.jpg,1.0,1.0,crack_1,,,,
0/1538mov/2_546.bmp,160.0,389.0,3.0,33.jpg,1.0,1.0,crack_1,,,,
0/1538mov/3_425.bmp,791.0,152.0,3.0,34.jpg,1.0,1.0,crack_1,,,,
0/1538mov/3_426.bmp,600.0,249.0,3.0,35.jpg,1.0,1.0,crack_1,,,,
0/1538mov/3_426_.bmp,215.0,279.0,3.0,36.jpg,1.0,1.0,crack_1,,,,
0/1538mov/3_426_.bmp,91.0,121.0,3.0,36.jpg,1.0,1.0,crack_1,,,,
0/1538mov/3_426_2.bmp,791.0,522.0,3.0,37.jpg,1.0,1.0,crack_1,,,,
0/1538mov/3_426_2.bmp,666.0,328.0,3.0,37.jpg,1.0,1.0,crack_1,,,,
0/1538mov/3_426_3.bmp,169.0,296.0,3.0,38.jpg,1.0,1.0,crack_1,,,,
0/1538mov/3_427.bmp,444.0,443.0,3.0,39.jpg,1.0,1.0,crack_1,,,,
0/1538mov/3_532.bmp,807.0,196.0,3.0,40.jpg,1.0,1.0,crack_1,,,,
0/1538mov/3_533.bmp,670.0,366.0,3.0,41.jpg,1.0,1.0,crack_1,,,,
0/1538mov/4_532.bmp,235.0,218.0,3.0,42.jpg,1.0,1.0,crack_1,,,,
0/1538mov/4_533.bmp,99.0,440.0,3.0,43.jpg,1.0,1.0,crack_1,,,,
0/1538mov/5_422.bmp,879.0,288.0,3.0,44.jpg,1.0,1.0,crack_1,,,,
0/unk/кольцо 38 мкм.bmp,474.0,316.0,3.0,106.jpg,1.0,1.0,crack_1,,,,
0/лапа/0_086.bmp,396.0,129.0,3.0,126.jpg,1.0,1.0,crack_1,,,,
0/лапа/0_086_1.bmp,493.0,264.0,3.0,127.jpg,1.0,1.0,crack_1,,,,
0/лапа/0_087.bmp,699.0,101.0,3.0,128.jpg,1.0,1.0,crack_1,,,,
0/лапа/0_087_1.bmp,831.0,275.0,3.0,129.jpg,1.0,1.0,crack_1,,,,
0/лапа/1_087.bmp,444.0,149.0,3.0,130.jpg,1.0,1.0,crack_1,,,,
0/лапа/1_087_1.bmp,249.0,257.0,3.0,131.jpg,1.0,1.0,crack_1,,,,
0/лапа/2_885.bmp,330.0,333.0,3.0,133.jpg,1.0,1.0,crack_1,,,,
0/лапа/3_086_1.bmp,138.0,222.0,3.0,134.jpg,1.0,1.0,crack_1,,,,
0/лапа/3_885.bmp,327.0,115.0,3.0,135.jpg,1.0,1.0,crack_1,,,,
2020.10.21/3_554.bmp,535.0,361.0,3.0,289.jpg,1.0,1.0,crack_1,,,,
2020.10.21/4_432.bmp,715.0,362.0,3.0,297.jpg,1.0,1.0,crack_1,,,,
2020.10.21/4_555.bmp,437.0,96.0,3.0,298.jpg,1.0,1.0,crack_1,,,,
2020.10.26/0_453.bmp,242.0,106.0,3.0,359.jpg,1.0,1.0,crack_1,,,,
2020.10.26/0_453.bmp,249.0,177.0,3.0,359.jpg,1.0,1.0,crack_1,,,,
2020.10.26/0_498.bmp,252.0,144.0,3.0,361.jpg,1.0,1.0,crack_1,,,,
2020.10.26/0_498.bmp,247.0,243.0,3.0,361.jpg,1.0,1.0,crack_1,,,,
2020.10.26/0_755.bmp,450.0,507.0,3.0,364.jpg,1.0,1.0,crack_1,,,,
2020.10.26/1_196.bmp,621.0,277.0,3.0,366.jpg,1.0,1.0,crack_1,,,,
2020.10.26/1_246.bmp,520.0,243.0,3.0,367.jpg,1.0,1.0,crack_1,,,,
2020.10.26/1_246.bmp,529.0,177.0,3.0,367.jpg,1.0,1.0,crack_1,,,,
2020.10.26/1_247.bmp,542.0,299.0,3.0,368.jpg,1.0,1.0,crack_1,,,,
2020.10.26/1_247.bmp,541.0,364.0,3.0,368.jpg,1.0,1.0,crack_1,,,,
2020.10.26/1_247.bmp,529.0,445.0,3.0,368.jpg,1.0,1.0,crack_1,,,,
2020.10.26/1_335.bmp,296.0,312.0,3.0,369.jpg,1.0,1.0,crack_1,,,,
2020.10.26/1_347.bmp,679.0,215.0,3.0,371.jpg,1.0,1.0,crack_1,,,,
2020.10.26/1_347.bmp,676.0,307.0,3.0,371.jpg,1.0,1.0,crack_1,,,,
2020.10.26/1_347.bmp,675.0,350.0,3.0,371.jpg,1.0,1.0,crack_1,,,,
2020.10.26/1_347.bmp,677.0,263.0,3.0,371.jpg,1.0,1.0,crack_1,,,,
2020.10.26/2_497.bmp,492.0,207.0,3.0,379.jpg,1.0,1.0,crack_1,,,,
2020.10.26/2_497.bmp,503.0,256.0,3.0,379.jpg,1.0,1.0,crack_1,,,,
2020.10.26/2_497.bmp,501.0,297.0,3.0,379.jpg,1.0,1.0,crack_1,,,,
2020.10.26/3_459.bmp,449.0,383.0,3.0,385.jpg,1.0,1.0,crack_1,,,,
2020.10.26/3_459.bmp,456.0,440.0,3.0,385.jpg,1.0,1.0,crack_1,,,,
2020.10.26/3_459.bmp,452.0,467.0,3.0,385.jpg,1.0,1.0,crack_1,,,,
2020.10.26/3_459.bmp,461.0,412.0,3.0,385.jpg,1.0,1.0,crack_1,,,,
2020.10.26/3_760.bmp,245.0,414.0,3.0,388.jpg,1.0,1.0,crack_1,,,,
2020.10.26/4_197.bmp,816.0,228.0,3.0,389.jpg,1.0,1.0,crack_1,,,,
2020.10.26/5_197.bmp,222.0,216.0,3.0,405.jpg,1.0,1.0,crack_1,,,,
2022.11.24/2_118.bmp,611.0,278.0,3.0,1561.jpg,1.0,1.0,crack_1,,,,
2022.11.24/2_118.bmp,606.0,93.0,3.0,1561.jpg,1.0,1.0,crack_1,,,,
2022.11.24/2_119.bmp,595.0,81.0,3.0,1562.jpg,1.0,1.0,crack_1,,,,
2022.11.24/2_119.bmp,609.0,508.0,3.0,1562.jpg,1.0,1.0,crack_1,,,,
2022.11.24/2_120.bmp,602.0,463.0,3.0,1563.jpg,1.0,1.0,crack_1,,,,
2022.11.24/2_120.bmp,600.0,409.0,3.0,1563.jpg,1.0,1.0,crack_1,,,,
2022.12.15/1/3_773.bmp,355.0,368.0,3.0,2035.jpg,1.0,1.0,crack_1,,,,
2023.01.11/0_183.bmp,597.0,96.0,3.0,2518.jpg,1.0,1.0,crack_1,,,,
2023.01.11/0_184.bmp,612.0,517.0,3.0,2519.jpg,1.0,1.0,crack_1,,,,
2023.01.11/0_293.bmp,756.0,96.0,3.0,2520.jpg,1.0,1.0,crack_1,,,,
2023.01.11/0_293.bmp,757.0,227.0,3.0,2520.jpg,1.0,1.0,crack_1,,,,
2023.01.11/0_521.bmp,120.0,305.0,3.0,2525.jpg,1.0,1.0,crack_1,,,,
2023.01.11/1_100.bmp,788.0,332.0,3.0,2527.jpg,1.0,1.0,crack_1,,,,
2023.01.11/1_111.bmp,326.0,173.0,3.0,2528.jpg,1.0,1.0,crack_1,,,,
2023.01.11/1_158.bmp,578.0,247.0,3.0,2529.jpg,1.0,1.0,crack_1,,,,
2023.01.11/1_158.bmp,578.0,191.0,3.0,2529.jpg,1.0,1.0,crack_1,,,,
2023.01.11/1_211.bmp,785.0,213.0,3.0,2531.jpg,1.0,1.0,crack_1,,,,
2023.01.11/1_637.bmp,639.0,342.0,3.0,2537.jpg,1.0,1.0,crack_1,,,,
2023.01.11/2_105.bmp,799.0,320.0,3.0,2540.jpg,1.0,1.0,crack_1,,,,
2023.01.11/2_115.bmp,438.0,492.0,3.0,2541.jpg,1.0,1.0,crack_1,,,,
2023.01.11/2_610.bmp,513.0,160.0,3.0,2546.jpg,1.0,1.0,crack_1,,,,
2023.01.11/2_614.bmp,489.0,142.0,3.0,2547.jpg,1.0,1.0,crack_1,,,,
2023.01.11/2_708.bmp,623.0,263.0,3.0,2548.jpg,1.0,1.0,crack_1,,,,
2023.01.11/3_105.bmp,102.0,319.0,3.0,2550.jpg,1.0,1.0,crack_1,,,,
2023.01.11/4_314.bmp,431.0,266.0,3.0,2559.jpg,1.0,1.0,crack_1,,,,
2023.01.11/4_323.bmp,330.0,95.0,3.0,2560.jpg,1.0,1.0,crack_1,,,,
2023.01.11/4_324.bmp,334.0,514.0,3.0,2561.jpg,1.0,1.0,crack_1,,,,
2023.01.11/5_440.bmp,235.0,253.0,3.0,2570.jpg,1.0,1.0,crack_1,,,,
2023.01.11/5_473.bmp,334.0,291.0,3.0,2571.jpg,1.0,1.0,crack_1,,,,
2023.01.11/5_488.bmp,303.0,332.0,3.0,2572.jpg,1.0,1.0,crack_1,,,,
2023.01.11/5_521.bmp,759.0,300.0,3.0,2573.jpg,1.0,1.0,crack_1,,,,
2023.01.11/5_522.bmp,418.0,103.0,3.0,2574.jpg,1.0,1.0,crack_1,,,,
2023.01.11/5_523.bmp,431.0,521.0,3.0,2575.jpg,1.0,1.0,crack_1,,,,
2023.01.11/5_793.bmp,653.0,405.0,3.0,2576.jpg,1.0,1.0,crack_1,,,,
2023.01.11/5_814.bmp,180.0,253.0,3.0,2577.jpg,1.0,1.0,crack_1,,,,
2023.01.11/t10_dist_2_frame_1.bmp,425.0,361.0,3.0,2579.jpg,1.0,1.0,crack_1,,,,
2023.01.11/t10_dist_2_frame_1.bmp,423.0,319.0,3.0,2579.jpg,1.0,1.0,crack_1,,,,
2023.01.11/t14_dist_2_frame_1.bmp,414.0,283.0,3.0,2580.jpg,1.0,1.0,crack_1,,,,
2023.01.11/t17_dist_1_frame_5.bmp,438.0,340.0,3.0,2581.jpg,1.0,1.0,crack_1,,,,
2023.01.11/t19_dist_1_frame_1.bmp,471.0,244.0,3.0,2583.jpg,1.0,1.0,crack_1,,,,
2023.03.13/2_863.bmp,663.0,380.0,3.0,2634.jpg,1.0,1.0,crack_1,,,,
2023.03.13/t295_dist_2_frame_1.bmp,436.0,193.0,3.0,2708.jpg,1.0,1.0,crack_1,,,,
2023.04.18/3_234.bmp,355.0,324.0,3.0,4269.jpg,1.0,1.0,crack_1,,,,
2023.04.18/4_879.bmp,212.0,222.0,3.0,4636.jpg,1.0,1.0,crack_1,,,,
2023.04.18/5_387.bmp,828.0,80.0,3.0,4707.jpg,1.0,1.0,crack_1,,,,
2023.04.18/5_387.bmp,831.0,248.0,3.0,4707.jpg,1.0,1.0,crack_1,,,,
2023.04.18/5_387.bmp,836.0,361.0,3.0,4707.jpg,1.0,1.0,crack_1,,,,
2023.06.01/2_510.bmp,507.0,171.0,3.0,5345.jpg,1.0,1.0,crack_1,,,,
2023.06.01/2_510.bmp,508.0,276.0,3.0,5345.jpg,1.0,1.0,crack_1,,,,
2023.06.01/5_099.bmp,256.0,345.0,3.0,5371.jpg,1.0,1.0,crack_1,,,,
2023.06.01/5_099.bmp,154.0,265.0,3.0,5371.jpg,1.0,1.0,crack_1,,,,
2023.06.15/5_322.bmp,548.0,460.0,3.0,5459.jpg,1.0,1.0,crack_1,,,,
2023.06.27 08-39-37 58-23-04_1/0_882.bmp,364.0,162.0,3.0,5586.jpg,1.0,1.0,crack_1,,,,
2023.07.17 60-23-07_1/4_859.bmp,374.0,496.0,3.0,5911.jpg,1.0,1.0,crack_1,,,,
2023.07.18 61-23-08_1/5_282.bmp,737.0,369.0,3.0,5979.jpg,1.0,1.0,crack_1,,,,
2023.07.19 58-23-04_1/0/4_110.bmp,486.0,333.0,3.0,6019.jpg,1.0,1.0,crack_1,,,,
2023.07.19 58-23-04_1/4_891.bmp,697.0,354.0,3.0,6055.jpg,1.0,1.0,crack_1,,,,
2023.07.19 58-23-04_1/5_344.bmp,301.0,121.0,3.0,6061.jpg,1.0,1.0,crack_1,,,,
2023.07.20/3_490.bmp,698.0,207.0,3.0,6141.jpg,1.0,1.0,crack_1,,,,
2023.08.08 71-23-07_1/2_779.bmp,655.0,212.0,3.0,6348.jpg,1.0,1.0,crack_1,,,,
2023.08.08 71-23-07_1/3_739.bmp,492.0,391.0,3.0,6400.jpg,1.0,1.0,crack_1,,,,
2023.08.10 79-23-02_1/2_865.bmp,467.0,309.0,3.0,6705.jpg,1.0,1.0,crack_1,,,,
2023.09.05 78-23-04_1/0_120.bmp,176.0,432.0,3.0,6745.jpg,1.0,1.0,crack_1,,,,
2023.09.05 78-23-04_1/0_781.bmp,336.0,252.0,3.0,6754.jpg,1.0,1.0,crack_1,,,,
2023.09.05 78-23-04_1/2_204.bmp,583.0,468.0,3.0,6766.jpg,1.0,1.0,crack_1,,,,
2023.09.05 78-23-04_1/3_118.bmp,236.0,234.0,3.0,6781.jpg,1.0,1.0,crack_1,,,,
2023.09.05 78-23-04_1/3_164.bmp,491.0,407.0,3.0,6783.jpg,1.0,1.0,crack_1,,,,
2023.09.05 78-23-04_1/3_781.bmp,383.0,473.0,3.0,6791.jpg,1.0,1.0,crack_1,,,,
2023.09.05 78-23-04_1/4_200.bmp,224.0,80.0,3.0,6797.jpg,1.0,1.0,crack_1,,,,
2023.09.05 78-23-04_1/5_219.bmp,322.0,327.0,3.0,6809.jpg,1.0,1.0,crack_1,,,,
2023.09.05 78-23-04_1/5_754.bmp,535.0,176.0,3.0,6813.jpg,1.0,1.0,crack_1,,,,
2023.09.05 78-23-04_1/5_761.bmp,308.0,439.0,3.0,6814.jpg,1.0,1.0,crack_1,,,,
2023.09.07 13-09-28 78-23-04_1/0/1_535.bmp,210.0,471.0,3.0,6875.jpg,1.0,1.0,crack_1,,,,
2023.09.07 13-09-28 78-23-04_1/0/1_670.bmp,211.0,437.0,3.0,6876.jpg,1.0,1.0,crack_1,,,,
2023.09.07 13-09-28 78-23-04_1/0/1_765.bmp,790.0,157.0,3.0,6877.jpg,1.0,1.0,crack_1,,,,
2023.09.07 13-09-28 78-23-04_1/0/1_765.bmp,788.0,233.0,3.0,6877.jpg,1.0,1.0,crack_1,,,,
2023.09.07 13-09-28 78-23-04_1/0/1_765.bmp,795.0,494.0,3.0,6877.jpg,1.0,1.0,crack_1,,,,
2023.09.07 13-09-28 78-23-04_1/0/2_542.bmp,385.0,78.0,3.0,6881.jpg,1.0,1.0,crack_1,,,,
2023.09.07 13-09-28 78-23-04_1/0/2_543.bmp,379.0,490.0,3.0,6882.jpg,1.0,1.0,crack_1,,,,
2023.09.07 13-09-28 78-23-04_1/0/2_867.bmp,373.0,186.0,3.0,6885.jpg,1.0,1.0,crack_1,,,,
2023.09.07 13-09-28 78-23-04_1/0/2_869.bmp,354.0,332.0,3.0,6886.jpg,1.0,1.0,crack_1,,,,
2023.09.07 13-09-28 78-23-04_1/0/3_423.bmp,794.0,468.0,3.0,6892.jpg,1.0,1.0,crack_1,,,,
2023.09.07 13-09-28 78-23-04_1/0/3_883.bmp,352.0,103.0,3.0,6899.jpg,1.0,1.0,crack_1,,,,
2023.09.07 13-09-28 78-23-04_1/0/3_884.bmp,351.0,425.0,3.0,6900.jpg,1.0,1.0,crack_1,,,,
2023.09.07 13-09-28 78-23-04_1/0/5_139.bmp,743.0,351.0,3.0,6913.jpg,1.0,1.0,crack_1,,,,
2023.09.07 13-09-28 78-23-04_1/0/5_496.bmp,603.0,382.0,3.0,6918.jpg,1.0,1.0,crack_1,,,,
2023.09.07 13-09-28 78-23-04_1/0/5_854.bmp,309.0,505.0,3.0,6921.jpg,1.0,1.0,crack_1,,,,
2023.09.07 13-09-28 78-23-04_1/0_360.bmp,178.0,398.0,3.0,6935.jpg,1.0,1.0,crack_1,,,,
2023.09.07 13-09-28 78-23-04_1/0_862.bmp,824.0,237.0,3.0,6954.jpg,1.0,1.0,crack_1,,,,
2023.09.07 13-09-28 78-23-04_1/0_898.bmp,545.0,302.0,3.0,6957.jpg,1.0,1.0,crack_1,,,,
2023.09.07 13-09-28 78-23-04_1/1_563.bmp,402.0,110.0,3.0,7001.jpg,1.0,1.0,crack_1,,,,
2023.09.07 13-09-28 78-23-04_1/2_646.bmp,761.0,350.0,3.0,7072.jpg,1.0,1.0,crack_1,,,,
2023.09.07 13-09-28 78-23-04_1/3_144.bmp,400.0,315.0,3.0,7107.jpg,1.0,1.0,crack_1,,,,
2023.09.07 13-09-28 78-23-04_1/3_422.bmp,778.0,73.0,3.0,7136.jpg,1.0,1.0,crack_1,,,,
2023.09.07 13-09-28 78-23-04_1/3_813.bmp,153.0,252.0,3.0,7171.jpg,1.0,1.0,crack_1,,,,
2023.09.07 13-09-28 78-23-04_1/3_813.bmp,156.0,411.0,3.0,7171.jpg,1.0,1.0,crack_1,,,,
2023.09.07 13-09-28 78-23-04_1/3_841.bmp,712.0,83.0,3.0,7174.jpg,1.0,1.0,crack_1,,,,
2023.09.07 13-09-28 78-23-04_1/3_893.bmp,411.0,107.0,3.0,7183.jpg,1.0,1.0,crack_1,,,,
2023.09.07 13-09-28 78-23-04_1/4_228.bmp,651.0,179.0,3.0,7190.jpg,1.0,1.0,crack_1,,,,
2023.09.07 13-09-28 78-23-04_1/4_303.bmp,398.0,80.0,3.0,7204.jpg,1.0,1.0,crack_1,,,,
2023.09.07 13-09-28 78-23-04_1/4_303.bmp,408.0,439.0,3.0,7204.jpg,1.0,1.0,crack_1,,,,
2023.09.07 13-09-28 78-23-04_1/4_304.bmp,404.0,495.0,3.0,7205.jpg,1.0,1.0,crack_1,,,,
2023.09.07 13-09-28 78-23-04_1/4_423.bmp,207.0,442.0,3.0,7218.jpg,1.0,1.0,crack_1,,,,
2023.09.07 13-09-28 78-23-04_1/4_522.bmp,574.0,357.0,3.0,7229.jpg,1.0,1.0,crack_1,,,,
2023.09.07 13-09-28 78-23-04_1/4_842.bmp,129.0,491.0,3.0,7262.jpg,1.0,1.0,crack_1,,,,
2023.09.07 13-09-28 78-23-04_1/4_886.bmp,744.0,69.0,3.0,7267.jpg,1.0,1.0,crack_1,,,,
2023.09.07 13-09-28 78-23-04_1/4_886.bmp,749.0,252.0,3.0,7267.jpg,1.0,1.0,crack_1,,,,
2023.09.07 13-09-28 78-23-04_1/4_887.bmp,758.0,478.0,3.0,7268.jpg,1.0,1.0,crack_1,,,,
2023.09.07 13-09-28 78-23-04_1/5_346.bmp,408.0,315.0,3.0,7289.jpg,1.0,1.0,crack_1,,,,
2023.10.10 804-23-04_1/0/2_562.bmp,436.0,177.0,3.0,7340.jpg,1.0,1.0,crack_1,,,,
2023.10.10 804-23-04_1/5_615.bmp,497.0,59.0,3.0,7503.jpg,1.0,1.0,crack_1,,,,
2023.10.10 804-23-04_1/5_616.bmp,508.0,460.0,3.0,7504.jpg,1.0,1.0,crack_1,,,,
2023.10.10 804-23-04_1/t23_dist_1-_frame_270-test.bmp,217.0,291.0,3.0,7511.jpg,1.0,1.0,crack_1,,,,
2023.10.10 804-23-04_1/t23_dist_1-_frame_298.bmp,439.0,269.0,3.0,7512.jpg,1.0,1.0,crack_1,,,,
2023.10.10 804-23-04_1/t23_dist_1-_frame_330-test.bmp,722.0,275.0,3.0,7513.jpg,1.0,1.0,crack_1,,,,
0/1538/frame0006.bmp,601.0,299.0,0.0,1.jpg,0.0,0.05,no_defect,,,,
0/1538/frame0007.bmp,445.0,300.0,0.0,2.jpg,0.0,0.05,no_defect,,,,
0/1538/frame0007.bmp,338.0,94.0,0.0,2.jpg,0.0,0.05,no_defect,,,,
0/1538/frame0007.bmp,863.0,271.0,0.0,2.jpg,0.0,0.05,no_defect,,,,
0/1538/frame0009.bmp,864.0,390.0,0.0,3.jpg,0.0,0.05,no_defect,,,,
0/1538/frame0011.bmp,628.0,97.0,0.0,4.jpg,0.0,0.05,no_defect,,,,
0/1538/frame0012.bmp,269.0,95.0,0.0,5.jpg,0.0,0.05,no_defect,,,,
0/1538/frame0013.bmp,216.0,153.0,0.0,6.jpg,0.0,0.05,no_defect,,,,
0/1538/frame0013.bmp,862.0,216.0,0.0,6.jpg,0.0,0.05,no_defect,,,,
0/1538/frame0013.bmp,863.0,273.0,0.0,6.jpg,0.0,0.05,no_defect,,,,
0/1538/frame0013.bmp,580.0,361.0,0.0,6.jpg,0.0,0.05,no_defect,,,,
0/1538/frame0015.bmp,316.0,79.0,0.0,7.jpg,0.0,0.05,no_defect,,,,
0/1538mov/0_421_1.bmp,607.0,127.0,0.0,9.jpg,0.0,0.05,no_defect,,,,
0/1538mov/0_421_1.bmp,790.0,372.0,0.0,9.jpg,0.0,0.05,no_defect,,,,
0/1538mov/0_422.bmp,723.0,129.0,0.0,10.jpg,0.0,0.05,no_defect,,,,
0/1538mov/0_425.bmp,553.0,193.0,0.0,11.jpg,0.0,0.05,no_defect,,,,
0/1538mov/2_426_3.bmp,243.0,117.0,0.0,28.jpg,0.0,0.05,no_defect,,,,
0/1538mov/2_426_3.bmp,138.0,238.0,0.0,28.jpg,0.0,0.05,no_defect,,,,
0/1538mov/2_426_3.bmp,256.0,426.0,0.0,28.jpg,0.0,0.05,no_defect,,,,
0/1538mov/2_427_2.bmp,253.0,189.0,0.0,30.jpg,0.0,0.05,no_defect,,,,
0/1538mov/2_427_2.bmp,374.0,127.0,0.0,30.jpg,0.0,0.05,no_defect,,,,
0/1538mov/2_427_3.bmp,336.0,255.0,0.0,31.jpg,0.0,0.05,no_defect,,,,
0/1538mov/2_545.bmp,316.0,321.0,0.0,32.jpg,0.0,0.05,no_defect,,,,
0/1538mov/2_545.bmp,549.0,259.0,0.0,32.jpg,0.0,0.05,no_defect,,,,
0/1538mov/2_545.bmp,427.0,138.0,0.0,32.jpg,0.0,0.05,no_defect,,,,
0/1538mov/3_425.bmp,780.0,480.0,0.0,34.jpg,0.0,0.05,no_defect,,,,
0/1538mov/3_426.bmp,788.0,484.0,0.0,35.jpg,0.0,0.05,no_defect,,,,
0/1538mov/3_426_.bmp,841.0,368.0,0.0,36.jpg,0.0,0.05,no_defect,,,,
0/1538mov/3_426_2.bmp,370.0,174.0,0.0,37.jpg,0.0,0.05,no_defect,,,,
0/1538mov/3_426_2.bmp,573.0,92.0,0.0,37.jpg,0.0,0.05,no_defect,,,,
0/1538mov/3_426_2.bmp,626.0,150.0,0.0,37.jpg,0.0,0.05,no_defect,,,,
0/1538mov/3_427.bmp,255.0,318.0,0.0,39.jpg,0.0,0.05,no_defect,,,,
0/1538mov/4_533.bmp,490.0,152.0,0.0,43.jpg,0.0,0.05,no_defect,,,,
0/d/4.bmp,854.0,201.0,0.0,46.jpg,0.0,0.05,no_defect,,,,
0/d/4.bmp,298.0,86.0,0.0,46.jpg,0.0,0.05,no_defect,,,,
0/d/4.bmp,536.0,193.0,0.0,46.jpg,0.0,0.05,no_defect,,,,
0/d/4.bmp,657.0,292.0,0.0,46.jpg,0.0,0.05,no_defect,,,,
0/d/4.bmp,407.0,78.0,0.0,46.jpg,0.0,0.05,no_defect,,,,
0/d/4.bmp,122.0,301.0,0.0,46.jpg,0.0,0.05,no_defect,,,,
