,path,x,y,class,new_path,type_defect,importance_defect,name_defect
62,0/1538mov/4_532.bmp,235.0,218.0,3.0,42.jpg,1.0,1.0,crack_1
63,0/1538mov/4_533.bmp,99.0,440.0,3.0,43.jpg,1.0,1.0,crack_1
64,0/1538mov/5_422.bmp,879.0,288.0,3.0,44.jpg,1.0,1.0,crack_1
65,0/unk/кольцо 38 мкм.bmp,474.0,316.0,3.0,106.jpg,1.0,1.0,crack_1
66,0/лапа/0_086.bmp,396.0,129.0,3.0,126.jpg,1.0,1.0,crack_1
67,0/лапа/0_086_1.bmp,493.0,264.0,3.0,127.jpg,1.0,1.0,crack_1
68,0/лапа/0_087.bmp,699.0,101.0,3.0,128.jpg,1.0,1.0,crack_1
69,0/лапа/0_087_1.bmp,831.0,275.0,3.0,129.jpg,1.0,1.0,crack_1
70,0/лапа/1_087.bmp,444.0,149.0,3.0,130.jpg,1.0,1.0,crack_1
71,0/лапа/1_087_1.bmp,249.0,257.0,3.0,131.jpg,1.0,1.0,crack_1
72,0/лапа/2_885.bmp,330.0,333.0,3.0,133.jpg,1.0,1.0,crack_1
73,0/лапа/3_086_1.bmp,138.0,222.0,3.0,134.jpg,1.0,1.0,crack_1
74,0/лапа/3_885.bmp,327.0,115.0,3.0,135.jpg,1.0,1.0,crack_1
75,2020.10.21/3_554.bmp,535.0,361.0,3.0,289.jpg,1.0,1.0,crack_1
76,2020.10.21/4_432.bmp,715.0,362.0,3.0,297.jpg,1.0,1.0,crack_1
77,2020.10.21/4_555.bmp,437.0,96.0,3.0,298.jpg,1.0,1.0,crack_1
78,2020.10.26/0_453.bmp,242.0,106.0,3.0,359.jpg,1.0,1.0,crack_1
79,2020.10.26/0_453.bmp,249.0,177.0,3.0,359.jpg,1.0,1.0,crack_1
80,2020.10.26/0_498.bmp,252.0,144.0,3.0,361.jpg,1.0,1.0,crack_1
81,2020.10.26/0_498.bmp,247.0,243.0,3.0,361.jpg,1.0,1.0,crack_1
82,2020.10.26/0_755.bmp,450.0,507.0,3.0,364.jpg,1.0,1.0,crack_1
83,2020.10.26/1_196.bmp,621.0,277.0,3.0,366.jpg,1.0,1.0,crack_1
84,2020.10.26/1_246.bmp,520.0,243.0,3.0,367.jpg,1.0,1.0,crack_1
85,2020.10.26/1_246.bmp,529.0,177.0,3.0,367.jpg,1.0,1.0,crack_1
86,2020.10.26/1_247.bmp,542.0,299.0,3.0,368.jpg,1.0,1.0,crack_1
87,2020.10.26/1_247.bmp,541.0,364.0,3.0,368.jpg,1.0,1.0,crack_1
88,2020.10.26/1_247.bmp,529.0,445.0,3.0,368.jpg,1.0,1.0,crack_1
89,2020.10.26/1_335.bmp,296.0,312.0,3.0,369.jpg,1.0,1.0,crack_1
90,2020.10.26/1_347.bmp,679.0,215.0,3.0,371.jpg,1.0,1.0,crack_1
91,2020.10.26/1_347.bmp,676.0,307.0,3.0,371.jpg,1.0,1.0,crack_1
92,2020.10.26/1_347.bmp,675.0,350.0,3.0,371.jpg,1.0,1.0,crack_1
93,2020.10.26/1_347.bmp,677.0,263.0,3.0,371.jpg,1.0,1.0,crack_1
94,2020.10.26/2_497.bmp,492.0,207.0,3.0,379.jpg,1.0,1.0,crack_1
95,2020.10.26/2_497.bmp,503.0,256.0,3.0,379.jpg,1.0,1.0,crack_1
96,2020.10.26/2_497.bmp,501.0,297.0,3.0,379.jpg,1.0,1.0,crack_1
97,2020.10.26/3_459.bmp,449.0,383.0,3.0,385.jpg,1.0,1.0,crack_1
98,2020.10.26/3_459.bmp,456.0,440.0,3.0,385.jpg,1.0,1.0,crack_1
99,2020.10.26/3_459.bmp,452.0,467.0,3.0,385.jpg,1.0,1.0,crack_1
100,2020.10.26/3_459.bmp,461.0,412.0,3.0,385.jpg,1.0,1.0,crack_1
101,2020.10.26/3_760.bmp,245.0,414.0,3.0,388.jpg,1.0,1.0,crack_1
102,2020.10.26/4_197.bmp,816.0,228.0,3.0,389.jpg,1.0,1.0,crack_1
103,2020.10.26/5_197.bmp,222.0,216.0,3.0,405.jpg,1.0,1.0,crack_1
104,2022.11.24/2_118.bmp,611.0,278.0,3.0,1561.jpg,1.0,1.0,crack_1
105,2022.11.24/2_118.bmp,606.0,93.0,3.0,1561.jpg,1.0,1.0,crack_1
106,2022.11.24/2_119.bmp,595.0,81.0,3.0,1562.jpg,1.0,1.0,crack_1
107,2022.11.24/2_119.bmp,609.0,508.0,3.0,1562.jpg,1.0,1.0,crack_1
108,2022.11.24/2_120.bmp,602.0,463.0,3.0,1563.jpg,1.0,1.0,crack_1
109,2022.11.24/2_120.bmp,600.0,409.0,3.0,1563.jpg,1.0,1.0,crack_1
110,2022.12.15/1/3_773.bmp,355.0,368.0,3.0,2035.jpg,1.0,1.0,crack_1
111,2023.01.11/0_183.bmp,597.0,96.0,3.0,2518.jpg,1.0,1.0,crack_1
112,2023.01.11/0_184.bmp,612.0,517.0,3.0,2519.jpg,1.0,1.0,crack_1
113,2023.01.11/0_293.bmp,756.0,96.0,3.0,2520.jpg,1.0,1.0,crack_1
114,2023.01.11/0_293.bmp,757.0,227.0,3.0,2520.jpg,1.0,1.0,crack_1
115,2023.01.11/0_521.bmp,120.0,305.0,3.0,2525.jpg,1.0,1.0,crack_1
116,2023.01.11/1_100.bmp,788.0,332.0,3.0,2527.jpg,1.0,1.0,crack_1
117,2023.01.11/1_111.bmp,326.0,173.0,3.0,2528.jpg,1.0,1.0,crack_1
118,2023.01.11/1_158.bmp,578.0,247.0,3.0,2529.jpg,1.0,1.0,crack_1
119,2023.01.11/1_158.bmp,578.0,191.0,3.0,2529.jpg,1.0,1.0,crack_1
120,2023.01.11/1_211.bmp,785.0,213.0,3.0,2531.jpg,1.0,1.0,crack_1
121,2023.01.11/1_637.bmp,639.0,342.0,3.0,2537.jpg,1.0,1.0,crack_1
122,2023.01.11/2_105.bmp,799.0,320.0,3.0,2540.jpg,1.0,1.0,crack_1
123,2023.01.11/2_115.bmp,438.0,492.0,3.0,2541.jpg,1.0,1.0,crack_1
124,2023.01.11/2_610.bmp,513.0,160.0,3.0,2546.jpg,1.0,1.0,crack_1
125,2023.01.11/2_614.bmp,489.0,142.0,3.0,2547.jpg,1.0,1.0,crack_1
126,2023.01.11/2_708.bmp,623.0,263.0,3.0,2548.jpg,1.0,1.0,crack_1
127,2023.01.11/3_105.bmp,102.0,319.0,3.0,2550.jpg,1.0,1.0,crack_1
128,2023.01.11/4_314.bmp,431.0,266.0,3.0,2559.jpg,1.0,1.0,crack_1
129,2023.01.11/4_323.bmp,330.0,95.0,3.0,2560.jpg,1.0,1.0,crack_1
130,2023.01.11/4_324.bmp,334.0,514.0,3.0,2561.jpg,1.0,1.0,crack_1
131,2023.01.11/5_440.bmp,235.0,253.0,3.0,2570.jpg,1.0,1.0,crack_1
132,2023.01.11/5_473.bmp,334.0,291.0,3.0,2571.jpg,1.0,1.0,crack_1
133,2023.01.11/5_488.bmp,303.0,332.0,3.0,2572.jpg,1.0,1.0,crack_1
134,2023.01.11/5_521.bmp,759.0,300.0,3.0,2573.jpg,1.0,1.0,crack_1
135,2023.01.11/5_522.bmp,418.0,103.0,3.0,2574.jpg,1.0,1.0,crack_1
136,2023.01.11/5_523.bmp,431.0,521.0,3.0,2575.jpg,1.0,1.0,crack_1
137,2023.01.11/5_793.bmp,653.0,405.0,3.0,2576.jpg,1.0,1.0,crack_1
138,2023.01.11/5_814.bmp,180.0,253.0,3.0,2577.jpg,1.0,1.0,crack_1
139,2023.01.11/t10_dist_2_frame_1.bmp,425.0,361.0,3.0,2579.jpg,1.0,1.0,crack_1
140,2023.01.11/t10_dist_2_frame_1.bmp,423.0,319.0,3.0,2579.jpg,1.0,1.0,crack_1
141,2023.01.11/t14_dist_2_frame_1.bmp,414.0,283.0,3.0,2580.jpg,1.0,1.0,crack_1
142,2023.01.11/t17_dist_1_frame_5.bmp,438.0,340.0,3.0,2581.jpg,1.0,1.0,crack_1
143,2023.01.11/t19_dist_1_frame_1.bmp,471.0,244.0,3.0,2583.jpg,1.0,1.0,crack_1
144,2023.03.13/2_863.bmp,663.0,380.0,3.0,2634.jpg,1.0,1.0,crack_1
145,2023.03.13/t295_dist_2_frame_1.bmp,436.0,193.0,3.0,2708.jpg,1.0,1.0,crack_1
146,2023.04.18/3_234.bmp,355.0,324.0,3.0,4269.jpg,1.0,1.0,crack_1
147,2023.04.18/4_879.bmp,212.0,222.0,3.0,4636.jpg,1.0,1.0,crack_1
148,2023.04.18/5_387.bmp,828.0,80.0,3.0,4707.jpg,1.0,1.0,crack_1
149,2023.04.18/5_387.bmp,831.0,248.0,3.0,4707.jpg,1.0,1.0,crack_1
150,2023.04.18/5_387.bmp,836.0,361.0,3.0,4707.jpg,1.0,1.0,crack_1
151,2023.06.01/2_510.bmp,507.0,171.0,3.0,5345.jpg,1.0,1.0,crack_1
152,2023.06.01/2_510.bmp,508.0,276.0,3.0,5345.jpg,1.0,1.0,crack_1
153,2023.06.01/5_099.bmp,256.0,345.0,3.0,5371.jpg,1.0,1.0,crack_1
154,2023.06.01/5_099.bmp,154.0,265.0,3.0,5371.jpg,1.0,1.0,crack_1
155,2023.06.15/5_322.bmp,548.0,460.0,3.0,5459.jpg,1.0,1.0,crack_1
156,2023.06.27 08-39-37 58-23-04_1/0_882.bmp,364.0,162.0,3.0,5586.jpg,1.0,1.0,crack_1
157,2023.07.17 60-23-07_1/4_859.bmp,374.0,496.0,3.0,5911.jpg,1.0,1.0,crack_1
158,2023.07.18 61-23-08_1/5_282.bmp,737.0,369.0,3.0,5979.jpg,1.0,1.0,crack_1
159,2023.07.19 58-23-04_1/0/4_110.bmp,486.0,333.0,3.0,6019.jpg,1.0,1.0,crack_1
160,2023.07.19 58-23-04_1/4_891.bmp,697.0,354.0,3.0,6055.jpg,1.0,1.0,crack_1
161,2023.07.19 58-23-04_1/5_344.bmp,301.0,121.0,3.0,6061.jpg,1.0,1.0,crack_1
162,2023.07.20/3_490.bmp,698.0,207.0,3.0,6141.jpg,1.0,1.0,crack_1
163,2023.08.08 71-23-07_1/2_779.bmp,655.0,212.0,3.0,6348.jpg,1.0,1.0,crack_1
164,2023.08.08 71-23-07_1/3_739.bmp,492.0,391.0,3.0,6400.jpg,1.0,1.0,crack_1
165,2023.08.10 79-23-02_1/2_865.bmp,467.0,309.0,3.0,6705.jpg,1.0,1.0,crack_1
166,2023.09.05 78-23-04_1/0_120.bmp,176.0,432.0,3.0,6745.jpg,1.0,1.0,crack_1
167,2023.09.05 78-23-04_1/0_781.bmp,336.0,252.0,3.0,6754.jpg,1.0,1.0,crack_1
168,2023.09.05 78-23-04_1/2_204.bmp,583.0,468.0,3.0,6766.jpg,1.0,1.0,crack_1
169,2023.09.05 78-23-04_1/3_118.bmp,236.0,234.0,3.0,6781.jpg,1.0,1.0,crack_1
170,2023.09.05 78-23-04_1/3_164.bmp,491.0,407.0,3.0,6783.jpg,1.0,1.0,crack_1
171,2023.09.05 78-23-04_1/3_781.bmp,383.0,473.0,3.0,6791.jpg,1.0,1.0,crack_1
172,2023.09.05 78-23-04_1/4_200.bmp,224.0,80.0,3.0,6797.jpg,1.0,1.0,crack_1
173,2023.09.05 78-23-04_1/5_219.bmp,322.0,327.0,3.0,6809.jpg,1.0,1.0,crack_1
174,2023.09.05 78-23-04_1/5_754.bmp,535.0,176.0,3.0,6813.jpg,1.0,1.0,crack_1
175,2023.09.05 78-23-04_1/5_761.bmp,308.0,439.0,3.0,6814.jpg,1.0,1.0,crack_1
176,2023.09.07 13-09-28 78-23-04_1/0/1_535.bmp,210.0,471.0,3.0,6875.jpg,1.0,1.0,crack_1
177,2023.09.07 13-09-28 78-23-04_1/0/1_670.bmp,211.0,437.0,3.0,6876.jpg,1.0,1.0,crack_1
178,2023.09.07 13-09-28 78-23-04_1/0/1_765.bmp,790.0,157.0,3.0,6877.jpg,1.0,1.0,crack_1
179,2023.09.07 13-09-28 78-23-04_1/0/1_765.bmp,788.0,233.0,3.0,6877.jpg,1.0,1.0,crack_1
180,2023.09.07 13-09-28 78-23-04_1/0/1_765.bmp,795.0,494.0,3.0,6877.jpg,1.0,1.0,crack_1
181,2023.09.07 13-09-28 78-23-04_1/0/2_542.bmp,385.0,78.0,3.0,6881.jpg,1.0,1.0,crack_1
182,2023.09.07 13-09-28 78-23-04_1/0/2_543.bmp,379.0,490.0,3.0,6882.jpg,1.0,1.0,crack_1
183,2023.09.07 13-09-28 78-23-04_1/0/2_867.bmp,373.0,186.0,3.0,6885.jpg,1.0,1.0,crack_1
184,2023.09.07 13-09-28 78-23-04_1/0/2_869.bmp,354.0,332.0,3.0,6886.jpg,1.0,1.0,crack_1
185,2023.09.07 13-09-28 78-23-04_1/0/3_423.bmp,794.0,468.0,3.0,6892.jpg,1.0,1.0,crack_1
186,2023.09.07 13-09-28 78-23-04_1/0/3_883.bmp,352.0,103.0,3.0,6899.jpg,1.0,1.0,crack_1
187,2023.09.07 13-09-28 78-23-04_1/0/3_884.bmp,351.0,425.0,3.0,6900.jpg,1.0,1.0,crack_1
188,2023.09.07 13-09-28 78-23-04_1/0/5_139.bmp,743.0,351.0,3.0,6913.jpg,1.0,1.0,crack_1
189,2023.09.07 13-09-28 78-23-04_1/0/5_496.bmp,603.0,382.0,3.0,6918.jpg,1.0,1.0,crack_1
190,2023.09.07 13-09-28 78-23-04_1/0/5_854.bmp,309.0,505.0,3.0,6921.jpg,1.0,1.0,crack_1
191,2023.09.07 13-09-28 78-23-04_1/0_360.bmp,178.0,398.0,3.0,6935.jpg,1.0,1.0,crack_1
192,2023.09.07 13-09-28 78-23-04_1/0_862.bmp,824.0,237.0,3.0,6954.jpg,1.0,1.0,crack_1
193,2023.09.07 13-09-28 78-23-04_1/0_898.bmp,545.0,302.0,3.0,6957.jpg,1.0,1.0,crack_1
194,2023.09.07 13-09-28 78-23-04_1/1_563.bmp,402.0,110.0,3.0,7001.jpg,1.0,1.0,crack_1
195,2023.09.07 13-09-28 78-23-04_1/2_646.bmp,761.0,350.0,3.0,7072.jpg,1.0,1.0,crack_1
196,2023.09.07 13-09-28 78-23-04_1/3_144.bmp,400.0,315.0,3.0,7107.jpg,1.0,1.0,crack_1
197,2023.09.07 13-09-28 78-23-04_1/3_422.bmp,778.0,73.0,3.0,7136.jpg,1.0,1.0,crack_1
198,2023.09.07 13-09-28 78-23-04_1/3_813.bmp,153.0,252.0,3.0,7171.jpg,1.0,1.0,crack_1
199,2023.09.07 13-09-28 78-23-04_1/3_813.bmp,156.0,411.0,3.0,7171.jpg,1.0,1.0,crack_1
200,2023.09.07 13-09-28 78-23-04_1/3_841.bmp,712.0,83.0,3.0,7174.jpg,1.0,1.0,crack_1
201,2023.09.07 13-09-28 78-23-04_1/3_893.bmp,411.0,107.0,3.0,7183.jpg,1.0,1.0,crack_1
202,2023.09.07 13-09-28 78-23-04_1/4_228.bmp,651.0,179.0,3.0,7190.jpg,1.0,1.0,crack_1
203,2023.09.07 13-09-28 78-23-04_1/4_303.bmp,398.0,80.0,3.0,7204.jpg,1.0,1.0,crack_1
204,2023.09.07 13-09-28 78-23-04_1/4_303.bmp,408.0,439.0,3.0,7204.jpg,1.0,1.0,crack_1
205,2023.09.07 13-09-28 78-23-04_1/4_304.bmp,404.0,495.0,3.0,7205.jpg,1.0,1.0,crack_1
206,2023.09.07 13-09-28 78-23-04_1/4_423.bmp,207.0,442.0,3.0,7218.jpg,1.0,1.0,crack_1
207,2023.09.07 13-09-28 78-23-04_1/4_522.bmp,574.0,357.0,3.0,7229.jpg,1.0,1.0,crack_1
208,2023.09.07 13-09-28 78-23-04_1/4_842.bmp,129.0,491.0,3.0,7262.jpg,1.0,1.0,crack_1
209,2023.09.07 13-09-28 78-23-04_1/4_886.bmp,744.0,69.0,3.0,7267.jpg,1.0,1.0,crack_1
210,2023.09.07 13-09-28 78-23-04_1/4_886.bmp,749.0,252.0,3.0,7267.jpg,1.0,1.0,crack_1
211,2023.09.07 13-09-28 78-23-04_1/4_887.bmp,758.0,478.0,3.0,7268.jpg,1.0,1.0,crack_1
212,2023.09.07 13-09-28 78-23-04_1/5_346.bmp,408.0,315.0,3.0,7289.jpg,1.0,1.0,crack_1
213,2023.10.10 804-23-04_1/0/2_562.bmp,436.0,177.0,3.0,7340.jpg,1.0,1.0,crack_1
214,2023.10.10 804-23-04_1/5_615.bmp,497.0,59.0,3.0,7503.jpg,1.0,1.0,crack_1
215,2023.10.10 804-23-04_1/5_616.bmp,508.0,460.0,3.0,7504.jpg,1.0,1.0,crack_1
216,2023.10.10 804-23-04_1/t23_dist_1-_frame_270-test.bmp,217.0,291.0,3.0,7511.jpg,1.0,1.0,crack_1
217,2023.10.10 804-23-04_1/t23_dist_1-_frame_298.bmp,439.0,269.0,3.0,7512.jpg,1.0,1.0,crack_1
218,2023.10.10 804-23-04_1/t23_dist_1-_frame_330-test.bmp,722.0,275.0,3.0,7513.jpg,1.0,1.0,crack_1
219,0/1538/frame0006.bmp,601.0,299.0,0.0,1.jpg,0.0,0.05,no_defect
220,0/1538/frame0007.bmp,445.0,300.0,0.0,2.jpg,0.0,0.05,no_defect
221,0/1538/frame0007.bmp,338.0,94.0,0.0,2.jpg,0.0,0.05,no_defect
222,0/1538/frame0007.bmp,863.0,271.0,0.0,2.jpg,0.0,0.05,no_defect
223,0/1538/frame0009.bmp,864.0,390.0,0.0,3.jpg,0.0,0.05,no_defect
224,0/1538/frame0011.bmp,628.0,97.0,0.0,4.jpg,0.0,0.05,no_defect
225,0/1538/frame0012.bmp,269.0,95.0,0.0,5.jpg,0.0,0.05,no_defect
226,0/1538/frame0013.bmp,216.0,153.0,0.0,6.jpg,0.0,0.05,no_defect
227,0/1538/frame0013.bmp,862.0,216.0,0.0,6.jpg,0.0,0.05,no_defect
228,0/1538/frame0013.bmp,863.0,273.0,0.0,6.jpg,0.0,0.05,no_defect
229,0/1538/frame0013.bmp,580.0,361.0,0.0,6.jpg,0.0,0.05,no_defect
230,0/1538/frame0015.bmp,316.0,79.0,0.0,7.jpg,0.0,0.05,no_defect
231,0/1538mov/0_421_1.bmp,607.0,127.0,0.0,9.jpg,0.0,0.05,no_defect
232,0/1538mov/0_421_1.bmp,790.0,372.0,0.0,9.jpg,0.0,0.05,no_defect
233,0/1538mov/0_422.bmp,723.0,129.0,0.0,10.jpg,0.0,0.05,no_defect
234,0/1538mov/0_425.bmp,553.0,193.0,0.0,11.jpg,0.0,0.05,no_defect
235,0/1538mov/2_426_3.bmp,243.0,117.0,0.0,28.jpg,0.0,0.05,no_defect
236,0/1538mov/2_426_3.bmp,138.0,238.0,0.0,28.jpg,0.0,0.05,no_defect
237,0/1538mov/2_426_3.bmp,256.0,426.0,0.0,28.jpg,0.0,0.05,no_defect
238,0/1538mov/2_427_2.bmp,253.0,189.0,0.0,30.jpg,0.0,0.05,no_defect
239,0/1538mov/2_427_2.bmp,374.0,127.0,0.0,30.jpg,0.0,0.05,no_defect
240,0/1538mov/2_427_3.bmp,336.0,255.0,0.0,31.jpg,0.0,0.05,no_defect
241,0/1538mov/2_545.bmp,316.0,321.0,0.0,32.jpg,0.0,0.05,no_defect
242,0/1538mov/2_545.bmp,549.0,259.0,0.0,32.jpg,0.0,0.05,no_defect
243,0/1538mov/2_545.bmp,427.0,138.0,0.0,32.jpg,0.0,0.05,no_defect
244,0/1538mov/3_425.bmp,780.0,480.0,0.0,34.jpg,0.0,0.05,no_defect
245,0/1538mov/3_426.bmp,788.0,484.0,0.0,35.jpg,0.0,0.05,no_defect
246,0/1538mov/3_426_.bmp,841.0,368.0,0.0,36.jpg,0.0,0.05,no_defect
247,0/1538mov/3_426_2.bmp,370.0,174.0,0.0,37.jpg,0.0,0.05,no_defect
248,0/1538mov/3_426_2.bmp,573.0,92.0,0.0,37.jpg,0.0,0.05,no_defect
249,0/1538mov/3_426_2.bmp,626.0,150.0,0.0,37.jpg,0.0,0.05,no_defect
250,0/1538mov/3_427.bmp,255.0,318.0,0.0,39.jpg,0.0,0.05,no_defect
251,0/1538mov/4_533.bmp,490.0,152.0,0.0,43.jpg,0.0,0.05,no_defect
252,0/d/4.bmp,854.0,201.0,0.0,46.jpg,0.0,0.05,no_defect
253,0/d/4.bmp,298.0,86.0,0.0,46.jpg,0.0,0.05,no_defect
254,0/d/4.bmp,536.0,193.0,0.0,46.jpg,0.0,0.05,no_defect
255,0/d/4.bmp,657.0,292.0,0.0,46.jpg,0.0,0.05,no_defect
256,0/d/4.bmp,407.0,78.0,0.0,46.jpg,0.0,0.05,no_defect
257,0/d/4.bmp,122.0,301.0,0.0,46.jpg,0.0,0.05,no_defect
258,0/d/4.bmp,878.0,83.0,0.0,46.jpg,0.0,0.05,no_defect
259,0/d/4.bmp,572.0,88.0,0.0,46.jpg,0.0,0.05,no_defect
260,0/d/4.bmp,123.0,94.0,0.0,46.jpg,0.0,0.05,no_defect
261,0/d/4.bmp,111.0,483.0,0.0,46.jpg,0.0,0.05,no_defect
262,0/d/4.bmp,285.0,498.0,0.0,46.jpg,0.0,0.05,no_defect
263,0/d/5.bmp,348.0,236.0,0.0,47.jpg,0.0,0.05,no_defect
264,0/miss/0_086.bmp,757.0,457.0,0.0,48.jpg,0.0,0.05,no_defect
265,0/miss/0_168.bmp,480.0,171.0,0.0,49.jpg,0.0,0.05,no_defect
266,0/miss/0_168.bmp,500.0,452.0,0.0,49.jpg,0.0,0.05,no_defect
267,0/miss/0_350.bmp,455.0,131.0,0.0,50.jpg,0.0,0.05,no_defect
268,0/miss/0_350.bmp,768.0,505.0,0.0,50.jpg,0.0,0.05,no_defect
269,0/miss/0_426.bmp,341.0,366.0,0.0,51.jpg,0.0,0.05,no_defect
270,0/miss/0_426.bmp,264.0,133.0,0.0,51.jpg,0.0,0.05,no_defect
